State,StateAbbr,Year,Client,Amount,Lobbyist1,Lobbyist2,Lobbyist3,Lobbyist4,Lobbyist5,Lobbyist6,Lobbyist7,Lobbyist8,Lobbyist9,Lobbyist10,Lobbyist11,Lobbyist12
Iowa,IA,2011,3M Company,0.0,R. Scott Weiser,Daniel R. Weiser,,,,,,,,,,
Iowa,IA,2011,Altria Client Services Inc. and its Affiliates,162385.85,Richard Schwarm,Calvin Hultman,David Scott,Garth Alston,Crawford Quilty&Mauro Law Firm,#NAME?,#NAME?,,,,,
Iowa,IA,2011,Allied Insurance,23875.5,"Brown Winick Graves, Gross",Adam Gregg,Marc Beltrame,,,,,,,,,
Iowa,IA,2011,Alzheimers Assn. Great IA Chapter,18485.0,Cal Hultman,Carol Sipfle,Marian Johnsen,,,,,,,,,
Iowa,IA,2011,Alter Trading Corporation,1300.0,Robert Ellis,Curtis Beason,,,,,,,,,,
Iowa,IA,2011,Alter Trading Corporation,1562.5,"Eide & Heisinger, LLC",Matt Eide,John Pederson,,,,,,,,,
Iowa,IA,2011,Alzheimers Assn. Midlands Chapter,0.0,None,,,,,,,,,,,
Iowa,IA,2011,Alzheimers Assn. East Central IA Chapter,0.0,Kelly Hauer,,,,,,,,,,,
Iowa,IA,2011,"Allied Charities of Iowa, LLC",0.0,None,,,,,,,,,,,
Iowa,IA,2011,Alliant Energy Corporation,13989.11,Terry Harrmann,Tom Aller,,,,,,,,,,
Iowa,IA,2011,"Alliance Pipeline, Inc.",41050.0,"Capitol Consultants, Inc",Brian E. Johnson,Jamie Cashman,JoAnn Johnson *2010 only,,,,,,,,
Iowa,IA,2011,Alliance of Automobile Manufacturers,27088.06,Hultman Company,Cal Hultman,Michael Triplett,,,,,,,,,
Iowa,IA,2011,Alliance for Retired Americans,0.0,Midge Slater,,,,,,,,,,,
Iowa,IA,2011,Alliance for Fair Competition (AFC),9500.0,Fitzgerald Joyce and Assoc,Jerry Fitzgerald,Mark Joyce,Maggie Fitzgerald,,,,,,,,
Iowa,IA,2011,Alegent Health,5000.0,Jeanne McClure,,,,,,,,,,,
Iowa,IA,2011,Alcoholic Beverages Division,3132.0,Judy Seib,Stephanie Strauss,Stephen Larson,,,,,,,,,
Iowa,IA,2011,Youth Homes of Mid-America,12750.0,Nyemaster Goode P.C.,Paula Dierenfeld,Keith Luchtel,Scott Sundstrom,Brad Epperly,,,,,,,
Iowa,IA,2011,YMCA State Alliance,13068.13,DavisBrownKoehnShorsRobertsPC,,,,,,,,,,,
Iowa,IA,2011,World Peace Organization for the One World Government,0.0,Karen Holmes,,,,,,,,,,,
Iowa,IA,2011,Working Families Win,3625.0,Chris Schwartz,,,,,,,,,,,
Iowa,IA,2011,Woodward Academy,1653.75,William C. Brown,Marc T. Beltrame,Adam C. Gregg,Catherine C. Cownie,Rebecca A. Brommel,,,,,,,
Iowa,IA,2011,Windstream Communications Corporation,6750.0,D.M. (Mike) Anderson,Danny Carroll,,,,,,,,,,
Iowa,IA,2011,"Wild Rose Entertainment, LLC",46500.0,Ed Failor,F. Richard Thornton,Wes Ehrecke,Curtis Beason,Karen Sisson,,,,,,,
Iowa,IA,2011,Wild Rose Emmetsburg LLC,0.0,Ed Failor,F. Richard Thornton,Wes Ehrecke,Curtis Beason,Karen Sisson,,,,,,,
Iowa,IA,2011,Wild Rose Clinton LLC,0.0,Ed Failor,F. Richard Thornton,Wes Ehrecke,Curtis Beason,Karen Sisson,,,,,,,
Iowa,IA,2011,Whirlpool,2843.0,Luke M. Harms,,,,,,,,,,,
Iowa,IA,2011,Western IA Tech Community College,22182.0,Robert E. Dunker,Julie Stoik,IACCT (Iowa Assn. of Comm.,College Trustees),,,,,,,,
Iowa,IA,2011,Western Governors University,0.0,Brown Winick,,,,,,,,,,,
Iowa,IA,2011,West Central Cooperative,0.0,West Central Cooperative did,not pay any fees to lobbyists,this year,,,,,,,,,
Iowa,IA,2011,Wells Fargo Financial,11500.0,Carney Appleby Firm,George Appleby,Jenny Tyler,,,,,,,,,
Iowa,IA,2011,Wells Fargo,56000.0,Carney Appleby Firm,Jim Carney,Jenny Tyler,George Appleby,Personal Representatives,Larry Pope,Julie Smith,Scott Fontenot,,,,
Iowa,IA,2011,"Wellmark, Inc.",97327.28,Frank J. Stork,M. Michelle Lickteig,Janet Griffin,,,,,,,,,
Iowa,IA,2011,Weinberg Investments,2000.0,"Eide & Heisinger, LLC",Matt Eide,John Pederson,,,,,,,,,
Iowa,IA,2011,Water Management Consulting Group,6000.0,F. Thornton (Richard Thornton),,,,,,,,,,,
Iowa,IA,2011,"Waste Management, Inc.",35000.0,Paula Feltner/Michael Heller,,,,,,,,,,,
Iowa,IA,2011,Warren County Board of Supervisors,0.0,Scott Ourth,,,,,,,,,,,
Iowa,IA,2011,Walter Kidde Portable Equipment Inc.,0.0,No lobbyists activity,,,,,,,,,,,
Iowa,IA,2011,Waldorf College,7500.0,"Eide & Heisinger, LLC",Matt Eide,John Pederson,,,,,,,,,
Iowa,IA,2011,"Wal-Mart Stores, Inc.",10000.0,B. John Bisio,Ryan Horn,"Skinner, Nielsen, & McCollum",Kelly Paschke,LS2 Group,Chuck Larson,Angie Lewis,,,,,
Iowa,IA,2011,Visiting Nurse Services of IA,25724.0,Mary O'Brien,,,,,,,,,,,
Iowa,IA,2011,VGM Group,0.0,Tom Powers,,,,,,,,,,,
Iowa,IA,2011,VGM Group,0.0,Tom Powers,,,,,,,,,,,
Iowa,IA,2011,VFW Dept. of IA,0.0,Lee Booton,,,,,,,,,,,
Iowa,IA,2011,"Vertrue, Inc.",0.0,Brown Winick,,,,,,,,,,,
Iowa,IA,2011,Verizon Communications,3900.0,John Flannery,,,,,,,,,,,
Iowa,IA,2011,Verizon Communications,14200.0,craig walter,,,,,,,,,,,
Iowa,IA,2011,"Veritec Solutions, L.L.C.",12000.0,Capitol Edge,Mike St. Clair,Thomas Fey,,,,,,,,,
Iowa,IA,2011,"Veritas Investment Group, LLC",0.0,Karen Sisson,,,,,,,,,,,
Iowa,IA,2011,Veridian Credit Union,45000.0,Michael Harvey,,,,,,,,,,,
Iowa,IA,2011,Verallia,18000.0,"Brown Winick, et al.",Marc T. Beltrame,Adam C. Gregg,Angela J. Cyr,,,,,,,,
Iowa,IA,2011,"USDG, Inc.",35000.0,NC Consulting,,,,,,,,,,,
Iowa,IA,2011,"US Assets, LLC",7500.0,Nyemaster Goode,Scott A. Sundstrom,,,,,,,,,,
Iowa,IA,2011,Urbandale-Windsor Heights Sanitary Sewer District,3000.0,Brick Gentry Law Firm,Robert L Rafferty,,,,,,,,,,
Iowa,IA,2011,Urban Education Network of IA,38500.0,Lewis Finch,Margaret Buckton,,,,,,,,,,
Iowa,IA,2011,UPS,42957.81,"Matt Eide, Inc. (d/b/a Eide &",Matt Eide,John Pederson,,,,,,,,,
Iowa,IA,2011,"Unspam Technologies, Inc.",9730.78,Chelsea Lepley,,,,,,,,,,,
Iowa,IA,2011,University of Phoenix,40800.0,"Nyemaster Goode, P.C.",Keith Luchtel,Paula Dierenfeld,Scott Sundstrom,Brad Epperly,,,,,,,
