Nebraska,NE,2009,2013 U.S. Senior Open Local Organizing Committee,0.0,"Radcliffe, Walter H. of Radcliffe and Associates"
Nebraska,NE,2001,Friends of School Safety,0.0,"Kissel/E&S Associates, LLC"
Nebraska,NE,2012,"Friends of Nebraska Racing, Inc.",0.0,"Radcliffe, Walter H. of Radcliffe and Associates; Kelley Plucker, LLC ; Yost, Kurt T.; Plucker, Julia; O'Hara Lindsay & Associates, Inc.; Schuller, Lynne; Keigher & Associates, LLC; Nowka & Edwards"
Nebraska,NE,2000,Friends of Public Health in Nebraska,0.0,"American Communications Group, Inc."
Nebraska,NE,2014,Friends of Nebraska Parks,0.0,"Radcliffe, Walter H. of Radcliffe and Associates"
Nebraska,NE,2015,Friends of Nebraska Parks,0.0,"Radcliffe, Walter H. of Radcliffe and Associates"
Nebraska,NE,2016,Friends of Nebraska Multisport Complex,24000.0,Peetz & Company
Nebraska,NE,2016,Friends of Nebraska Multisport Complex,0.0,Peetz & Company
Nebraska,NE,2014,Frenchman Cambridge Irrigation District,6250.0,Mueller Robak
Nebraska,NE,2015,Frenchman Cambridge Irrigation District,6250.0,Mueller Robak
Nebraska,NE,2000,Friends of Rural Education,6500.0,"Goc, John J. (deceased); Rasmussen, Dennis"
Nebraska,NE,2016,Freedom to Serve in Faith Coalition,8959.99,"Pollock, Andy"
Nebraska,NE,2016,Freedom to Serve in Faith Coalition,0.0,"Pollock, Andy"
Nebraska,NE,2000,Fremont Public Schools,991.16,"Nabb, Douglas L. (deceased)"
Nebraska,NE,2004,Fraizer & Fraizer Law Office,0.0,"Fraizer, Theodore D. (Tad)/Fraizer & Fraizer"
Nebraska,NE,2002,"Foundation for Educational Services, Inc.",0.0,"Radcliffe, Walter H. of Radcliffe and Associates"
Nebraska,NE,2002,Ford Motor Company,0.0,"Orta, Carlos F."
Nebraska,NE,2015,Food Bank of the Heartland,1014.68,"Carter, Jennifer"
Nebraska,NE,2001,"Fonner Park Exposition and Events Center, Inc.",125.0,"Johnson, Michael L."
Nebraska,NE,2002,"Fonner Park Exposition and Events Center, Inc.",0.0,"Johnson, Michael L."
Nebraska,NE,2008,"Floodway Project Group, Inc.",0.0,Slusky Public Affairs LLC
Nebraska,NE,2000,"First National of Nebraska, Inc.",9000.0,"O'Hara Lindsay & Associates, Inc."
Nebraska,NE,2004,First Five Nebraska,0.0,"Evans, Doug"
Nebraska,NE,2000,First Data Corporation,25147.3,"Mueller, William J.; Ruth, Larry L."
Nebraska,NE,2000,First Data Corporation,12902.34,"Mueller, William J.; Ruth, Larry L."
Nebraska,NE,2001,First Data Corporation,18851.95,"Mueller, William J.; Ruth, Larry L."
Nebraska,NE,2000,"Finocchiaro Wine Company, Inc.",3000.0,"O'Hara Lindsay & Associates, Inc."
Nebraska,NE,2013,Federal Home Loan Bank of Topeka,0.0,Mueller Robak
Nebraska,NE,2015,FBLincoln,1014.68,"Carter, Jennifer"
Nebraska,NE,2003,Fathers Rights Advocacy,54.39,"Watson, Robert W."
Nebraska,NE,2001,Father Flanagan's Boys' Home dba Boys Town National Research Hospital,0.0,"Radcliffe, Walter H. of Radcliffe and Associates"
Nebraska,NE,2000,Father Flanagan's Boys' Home aka Boys Town,12500.0,"Radcliffe, Walter H. of Radcliffe and Associates"
Nebraska,NE,2000,Farmers Mutual of Nebraska,0.0,"Dobler, James B."
Nebraska,NE,2000,"Farmers Group, Inc.",4125.0,"Varney, Michael"
Nebraska,NE,2015,Farm Credit Services of America,0.0,"Radcliffe, Walter H. of Radcliffe and Associates"
Nebraska,NE,2006,Families for Effective Autism Treatment (FEAT),0.0,"Kissel/E&S Associates, LLC"
Nebraska,NE,2016,"FanDuel, Inc.",14716.86,"Abboud, Chris - Public Affairs Group; Heartland Strategy Group, LLC; Radcliffe, Walter H. of Radcliffe and Associates"
Nebraska,NE,2004,"Family Housing Advisory Services, Inc.",0.0,"Fischer, Gary L."
Nebraska,NE,2002,Family First,0.0,"Bydalek, Dave"
Nebraska,NE,2005,Families for Effective Autism Treatment (FEAT),0.0,"Kissel/E&S Associates, LLC"
Nebraska,NE,2014,Hy-Vee,6000.0,"Radcliffe, Walter H. of Radcliffe and Associates"
Nebraska,NE,2012,Facebook,0.0,Mueller Robak
Nebraska,NE,2012,Express Scripts Holding Co.,8459.37,"Mack, Michelle D.; Nielsen, Coleen J."
Nebraska,NE,2013,Express Scripts Holding Co.,13255.07,"Mack, Michelle D.; Nielsen, Coleen J."
Nebraska,NE,2014,Express Scripts Holding Co.,6125.01,"Mack, Michelle D.; Nielsen, Coleen J."
Nebraska,NE,2003,Explore Information Services,3000.0,"Cavanaugh Law Firm, P.C., L.L.O."
Nebraska,NE,2004,Explore Information Services,3000.0,"Cavanaugh Law Firm, P.C., L.L.O."
Nebraska,NE,2013,"Experian Information Solutions, Inc.",0.0,"O'Hara Lindsay & Associates, Inc."
Nebraska,NE,2010,"KVC Health Systems, Inc.",2350.0,"Karnes, David K."
Nebraska,NE,2013,"Exeter Group, Inc.",9000.0,"Jensen Rogert Associates, Inc."
Nebraska,NE,2014,"Exeter Group, Inc.",6000.0,"Jensen Rogert Associates, Inc."
Nebraska,NE,2008,Police Officers' Association of Nebraska,2700.0,Nowka & Edwards
Nebraska,NE,2009,Police Officers' Association of Nebraska,2700.0,Nowka & Edwards
Nebraska,NE,2009,Police Officers' Association of Nebraska,2700.0,Nowka & Edwards
Nebraska,NE,2010,Police Officers' Association of Nebraska,2700.0,Nowka & Edwards
Nebraska,NE,2015,PLL Performance Group,0.0,Mueller Robak
Nebraska,NE,2000,Wyeth,0.0,"Jarecke, Kate Kulesher - Advocacy and Issue Management Inc."
Nebraska,NE,2001,Wyeth,120.49,"Jarecke, Kate Kulesher - Advocacy and Issue Management Inc."
Nebraska,NE,2002,Wyeth,0.0,"Jarecke, Kate Kulesher - Advocacy and Issue Management Inc."
Nebraska,NE,2002,Wyeth,1385.5,"Jarecke, Kate Kulesher - Advocacy and Issue Management Inc."
Nebraska,NE,2008,Nebraskans for a Healthy Future,7500.0,"Kissel/E&S Associates, LLC"
Nebraska,NE,2000,Nucor Corporation,5250.0,"O'Hara Lindsay & Associates, Inc."
Nebraska,NE,2001,Nucor Corporation,5250.0,"O'Hara Lindsay & Associates, Inc."
Nebraska,NE,2002,Nucor Corporation,5323.56,"O'Hara Lindsay & Associates, Inc."
Nebraska,NE,2002,Nucor Corporation,5328.36,"O'Hara Lindsay & Associates, Inc."
Nebraska,NE,2002,Nucor Corporation,5265.41,"O'Hara Lindsay & Associates, Inc."
Nebraska,NE,2002,Nucor Corporation,5360.0,"O'Hara Lindsay & Associates, Inc."
Nebraska,NE,2015,Zulkoski Weber LLC,1165.07,"Zulkoski, Katie W."
Nebraska,NE,2015,Zulkoski Weber LLC,578.87,"Zulkoski, Katie W."
Nebraska,NE,2001,Nucor Corporation,5254.88,"O'Hara Lindsay & Associates, Inc."
Nebraska,NE,2001,Nucor Corporation,5250.0,"O'Hara Lindsay & Associates, Inc."
Nebraska,NE,2001,Nucor Corporation,5357.16,"O'Hara Lindsay & Associates, Inc."
Nebraska,NE,2000,Nucor Corporation,5250.0,"O'Hara Lindsay & Associates, Inc."
Nebraska,NE,2008,Nebraskans for a Healthy Future,3000.0,"Kissel/E&S Associates, LLC"
Nebraska,NE,2007,Platte Valley Implement,0.0,"Twiss, Bob"
Nebraska,NE,2007,Platte Valley Implement,0.0,"Twiss, Bob"
Nebraska,NE,2002,Wyeth,0.0,"Jarecke, Kate Kulesher - Advocacy and Issue Management Inc."
Nebraska,NE,2001,Wyeth,2481.26,"Jarecke, Kate Kulesher - Advocacy and Issue Management Inc."
Nebraska,NE,2001,Wyeth,971.2,"Jarecke, Kate Kulesher - Advocacy and Issue Management Inc."
Nebraska,NE,2015,PLL Performance Group,0.0,Mueller Robak
Nebraska,NE,2002,Wyeth,2363.54,"Jarecke, Kate Kulesher - Advocacy and Issue Management Inc."
Nebraska,NE,2000,Wyeth,454.62,"Jarecke, Kate Kulesher - Advocacy and Issue Management Inc."
Nebraska,NE,2015,PLL Performance Group,6000.0,Mueller Robak
Nebraska,NE,2015,PLL Performance Group,3200.0,Mueller Robak
Nebraska,NE,2001,Wyeth,0.0,"Jarecke, Kate Kulesher - Advocacy and Issue Management Inc."
Nebraska,NE,2010,Police Officers' Association of Nebraska,2700.0,Nowka & Edwards
Nebraska,NE,2010,Police Officers' Association of Nebraska,2750.0,Nowka & Edwards
Nebraska,NE,2010,Police Officers' Association of Nebraska,3050.0,Nowka & Edwards
Nebraska,NE,2009,Police Officers' Association of Nebraska,2750.0,Nowka & Edwards
