State,StateAbbr,Year,Client,Lobbyist1,Lobbyist2,Lobbyist3,Lobbyist4,Lobbyist5,Lobbyist6,Lobbyist7,Lobbyist8,Lobbyist9,Lobbyist10,Lobbyist11,Lobbyist12
Wyoming,WY,2002,,James R. Allen,John G. Andrikopoulos,Shaun G. Andrikopoulos,Charles R. Bates,Ruth V. Bell,Jerry Blann,Bruce Burkland,Kaia E. Christofferson,Joseph H. Corrigan,Ronda M. Eagleson,Gary M. Espenscheid,Howard J. Foster,Jeff C. Gosman,Dean R. Greenwalt,Terry Harding,Curt Kaiser,Cindy Knight,Matt Kruse,Ingrid L. Larson,Gloria J. Leadbetter,Mark J. Maas,Errol F. Mannon,Lee E. Martinez,Cheryl McVay,Steve Merchen,Joan Frances Michaud,Cricket Mitchell,Ginger Newman,Stephanie Reeves,Theron T. Ritzman,Kayleigh L. Schaefer,Jay M. Schmidt,Sheryl L. Schmidt,Marlene Simons,George J. Smith,Aaron M. Sopko,Robert J. Symons,Nedalyn D. Testolin,Phil W. Tromble,Susan D. Tromble,Vernis R. Tromble,Amanda S. Voss,Mitzi S. Voss,Ronald D. Williams,Robyn C. Yetka
Wyoming,WY,2002,WEPAC,Douglas R. McLaughlin
Wyoming,WY,2002,Wyoming Childrens,Cori K. Erickson
Wyoming,WY,2002,Wyoming Auto Dealers,Phillip B. Burchell
Wyoming,WY,2002,Pharmaceutical Research &,E-mail Address
Wyoming,WY,2002,DOA Dubois Outfitters,Dustin A. Stetter
Wyoming,WY,2002,"WorldCom, Inc.",Peter K. Michael
Wyoming,WY,2002,Qwest,Michael A. Ceballos,Deborah K. Hinckley,Michael T. McNulty
Wyoming,WY,2002,Rocky Mountain Food Industry Assn.,Mary Lou Chapman
Wyoming,WY,2002,Bank of Jackson Hole,Tammie L. Johnson
Wyoming,WY,2002,WINHealth Partners,Elizabeth A. Wasson
Wyoming,WY,2002,Teton County School District #1,Vernon L. Kury,Sandee Oehring,Zia A. Yasrobi
Wyoming,WY,2002,Lincoln County School District #2,Ronald D. Tolman
Wyoming,WY,2002,American Insurance Assn.,David D. Uchner
Wyoming,WY,2002,Wyoming Beer Distribution,Lobbyist Name David D. Uchner - cont.
Wyoming,WY,2002,Natrona County Medical Society,Lynne M. Whalen
Wyoming,WY,2002,Bayer Corporation,Steven D. Palmer
Wyoming,WY,2002,Patriot's Memorial Park,Donn L. Edmunds
Wyoming,WY,2002,PacifiCorp,Robert M. Tarantola
Wyoming,WY,2002,Wyoming Student Loan Corporation,Mona L. Pearl,Phillip F. Van Horn
Wyoming,WY,2002,Powder River Coal Company,Lobbyist Name Sami L. Falzone - Cont.,Lawrence J. Wolfe
Wyoming,WY,2002,Wyoming Business Alliance,Bill Schilling
Wyoming,WY,2002,Wyoming NARAL,Sharon Breitweiser
Wyoming,WY,2002,Dominion Ventures,Margaret M. Christiansen
Wyoming,WY,2002,Wyoming Animal Network,Sue Castaneda,Cindy L. McBride
Wyoming,WY,2002,Northern Arapaho Tribe,Andrew W. Baldwin,Andrew W. Baldwin
Wyoming,WY,2002,Sublette County Board,John C. McKinley
Wyoming,WY,2002,Johnson & Johnson,Myrle A. Myers
Wyoming,WY,2002,Wyoming Mining Association,Marion E. Loomis
Wyoming,WY,2002,ICBO,William D. Wall
Wyoming,WY,2002,IAPMO,Ron C. Lord
Wyoming,WY,2002,Wyoming Assn. Mental Health &,Marian J. Schulz
Wyoming,WY,2002,BrotherHood of Locomotive,Lawrence F. Kemper
Wyoming,WY,2002,Wyoming Farm Bureau Federation,Marvin N. Applequist,Kerin M. Clark,Ken N. Hamilton
Wyoming,WY,2002,Shoshone & Arapaho Tribes,Gary Collins
Wyoming,WY,2002,Wyoming Municipal Power Agency,George A. Bartholomew
Wyoming,WY,2002,Wyoming Travel Industry Coalition,Lynn Birleffi
Wyoming,WY,2002,Wyoming Society of CPA,Renee M. Brower
Wyoming,WY,2002,Wyoming Automoblie Dealers Assn.,Lora L. Huston
Wyoming,WY,2002,WYCAN,Michael J. Watkins
Wyoming,WY,2002,Wyoming Outfitters &,Deb Braten
Wyoming,WY,2002,Wyoming Optometric Assn.,Dan J. Lex
Wyoming,WY,2002,Platte County School Dist. #2,Bruce W. Heimbuck,Conilee Swantek
Wyoming,WY,2002,Mountain West Farm Bureau Mutual,Jay Dee Schaefer
Wyoming,WY,2002,"TSP Two, Inc.",Nancy D. Freudenthal
Wyoming,WY,2002,IAFF Local 946,Bret L. Vance
Wyoming,WY,2002,Mountain States Lamb Cooperative,Mark J. Hanson
Wyoming,WY,2002,Wyoming Rural Electric Association,Judy Eastman
Wyoming,WY,2002,City of Riverton,William A. Urbigkit
Wyoming,WY,2002,Cheyenne Board of Public Utilities,Dennis E. Curran
Wyoming,WY,2002,Wyoming PTA,Brenda F. Hatanelas
Wyoming,WY,2002,Wyoming Manufactured Housing Assn.,Laurie J. Urbigkit
Wyoming,WY,2002,Wyoming Chamber of Comerce,Carole Perkins
Wyoming,WY,2002,Wyo. Fire Chiefs Assn.,Kim Lee
Wyoming,WY,2002,Wyoming Taxpayers Assn.,Michael W. Walden-Newman
Wyoming,WY,2002,Wyoming Hospitals Association,Daniel J. Perdue
Wyoming,WY,2002,Campbell County Schools,Mark Higdon
Wyoming,WY,2002,Anadarko Petroleum Corporation,Robert E. Rolston
Wyoming,WY,2002,Wyoming Fire Chief's Assn.,Gene R. Diedtrich
Wyoming,WY,2002,Wyoming State Liquor Assn.,Mike Moser
Wyoming,WY,2002,Sublette County School District 1,Thomas R. Burns
Wyoming,WY,2002,Wyoming Ethanol LLC,James T. Glancey
Wyoming,WY,2002,WYOGA,Scott A. Denny,Jay A. Lesser,Jim D. Schell
Wyoming,WY,2002,Jackson Hole Outfitters Assoc.,Paul Gilroy
