State,StateAbbr,Year,Client,Lobbyist1,Lobbyist2,Lobbyist3,Lobbyist4,Lobbyist5,Lobbyist6,Lobbyist7,Lobbyist8,Lobbyist9,Lobbyist10,Lobbyist11,Lobbyist12
North Dakote,ND,2012,AARP,JOSH ASKVIG
North Dakote,ND,2012,"ADVANCED ENGINEERING AND ENVIRONMENTAL SERVICES, INC.",DENNIS W BOYD
North Dakote,ND,2012,AIA NORTH DAKOTA,BONNIE STAIGER,STACY KRUMWIEDE
North Dakote,ND,2012,ALLIANCE FOR AMERICAN MANUFACTURING,PETER JUDGE
North Dakote,ND,2012,ALLIANCE OF AUTOMOBILE MANUFACTURERS,JOEL W GILBERTSON,LEVI ANDRIST
North Dakote,ND,2012,ALLIANCE PIPELINE INC.,TODD D KRANDA
North Dakote,ND,2012,ALLIED INSURANCE,PATRICK J WARD
North Dakote,ND,2012,ALLSTATE INSURANCE COMPANY,PATRICK J WARD
North Dakote,ND,2012,ALLTHREAT TACTICAL GROUP,RICHARD ANDERSON
North Dakote,ND,2012,AMCO INSURANCE COMPANY,PATRICK J WARD
North Dakote,ND,2012,AMERICA'S HEALTH INSURANCE PLANS,JACK MCDONALD
North Dakote,ND,2012,"AMERICAN CANCER SOCIETY CANCER ACTION NETWORK, INC.",DEBORAH J KNUTH
North Dakote,ND,2012,AMERICAN COUNCIL OF LIFE INSURANCE,JOEL W GILBERTSON
North Dakote,ND,2012,AMERICAN EXPRESS COMPANY,JOEL W GILBERTSON
North Dakote,ND,2012,AMERICAN FAMILY LIFE ASSURANCE COMPANY,PATRICK J WARD
North Dakote,ND,2012,"AMERICAN HEART ASSOCIATION, DAKOTA AFFILIATE, INC.",BONNIE STAIGER,STACY KRUMWIEDE
North Dakote,ND,2012,"AMERICAN HEART ASSOCIATION, INC.",JUNE HERMAN
North Dakote,ND,2012,AMERICAN INTERNATIONAL GROUP INC,JOEL W GILBERTSON
North Dakote,ND,2012,AMERICANS UNITED FOR SEPARATION OF CHURCH AND STATE,AMANDA ROLAT
North Dakote,ND,2012,"AMYLIN PHARMACEUTICALS, INC.",SCOTT WEBB
North Dakote,ND,2012,ANHEUSER-BUSCH COMPANIES,TED POWERS
North Dakote,ND,2012,"ANHEUSER-BUSCH, LLC",THOMAS D KELSCH
North Dakote,ND,2012,"ANNABELLE HOMES, LLC",DENNIS A LINDAHL
North Dakote,ND,2012,"APT, INC.",KEN TUPA,BRUCE D MURRY,WILLIAM KALANEK,ERICA J CERMAK
North Dakote,ND,2012,ARCHER DANIELS MIDLAND COMPANY,GREGORY W WEBB
North Dakote,ND,2012,ASSOCIATED GENERAL CONTRACTORS OF NORTH DAKOTA,RUSSELL L HANSON,MARK L DOUGHERTY
North Dakote,ND,2012,"AT&T SERVICES, INC.",THOMAS D KELSCH,CHERYL RILEY
North Dakote,ND,2012,AUX SABLE MIDSTREAM LLC,TODD D KRANDA
North Dakote,ND,2012,BASIN ELECTRIC POWER COOPERATIVE,SHERYL R MASSEY,STEVE TOMAC,CURTIS JABS,DALE NIEZWAAG,CHRISTOPHER VANDEVENTER
North Dakote,ND,2012,BAYER HEALTHCARE LLC,CRAIG S MISCHO
North Dakote,ND,2012,BIOTECHNOLOGY INDUSTRY ORGANIZATION,JOEL W GILBERTSON,LEVI ANDRIST
North Dakote,ND,2012,BULL MOOSE PIPELINE LLC,MICHAEL MOORE
North Dakote,ND,2012,CANADIAN PACIFIC RAILWAY,THOMAS F KELSCH,THOMAS D KELSCH
North Dakote,ND,2012,CASS COUNTY ELECTRIC COOPERATIVE INC.,SCOTT W HANDY
North Dakote,ND,2012,CATHOLIC CHARITIES NORTH DAKOTA,LARRY BERNHARDT
North Dakote,ND,2012,CENTER MUTUAL INSURANCE COMPANY,PATRICK J WARD
North Dakote,ND,2012,CHESAPEAKE ENERGY CORPORATION,JOHN C DILL
North Dakote,ND,2012,CITY OF WILLISTON,JOEL W GILBERTSON
North Dakote,ND,2012,CROPLIFE AMERICA,JOEL W GILBERTSON
North Dakote,ND,2012,DAKOTA FIRE INSURANCE COMPANY,PATRICK J WARD
North Dakote,ND,2012,DAVID L KEMNITZ,DAVID L KEMNITZ
North Dakote,ND,2012,ELI LILLY AND COMPANY,SUSAN LANDWEHR
North Dakote,ND,2012,ENTERPRISE RENT-A-CAR,JACK MCDONALD
North Dakote,ND,2012,EXXON MOBIL CORPORATION,KEN TUPA,WILLIAM KALANEK,ERICA J CERMAK,LISA WINN,MICHAEL ASHTON
North Dakote,ND,2012,FARMERS INSURANCE GROUP OF COMPANIES,DWIGHT EASTON
North Dakote,ND,2012,FARMERS UNION MUTUAL INSURANCE COMPANY,PATRICK J WARD
North Dakote,ND,2012,GENERAL MOTORS LLC,THOMAS D KELSCH
North Dakote,ND,2012,GLAXO SMITH KLINE,MARY P KOENECKE
North Dakote,ND,2012,GOFF PUBLIC,KEN TUPA,BRUCE D MURRY,WILLIAM KALANEK,ERICA J CERMAK
North Dakote,ND,2012,"GREAT PLAINS GROUP, INC.",DARRIN S LEE
North Dakote,ND,2012,GREAT RIVER ENERGY,JOHN WEEDA,AL CHRISTIANSON,LYNDON ANDERSON,RACHEL RETTERATH
North Dakote,ND,2012,GREATER NORTH DAKOTA CHAMBER OF COMMERCE,ANDY PETERSON,JON GODFREAD
North Dakote,ND,2012,HARTLAND MUTUAL INSURANCE COMPANY,PATRICK J WARD
North Dakote,ND,2012,"HDR ENGINEERING, INC.",JOEL W GILBERTSON
North Dakote,ND,2012,HEALTH POLICY CONSORTIUM,JOEL W GILBERTSON
North Dakote,ND,2012,HESS CORPORATION,DENNIS A LINDAHL
North Dakote,ND,2012,HOME BUILDERS ASSOCIATION OF FARGO-MOORHEAD,BRYCE M JOHNSON,ROCKY T SCHNEIDER
North Dakote,ND,2012,HONEYWELL INTERNATIONAL INC.,SCOTT SCHROEDER,SAMANTHA OMEY
North Dakote,ND,2012,INDEPENDENT COMMUNITY BANKS OF NORTH DAKOTA,JACK MCDONALD,DONDALD FORSBERG
North Dakote,ND,2012,INDEPENDENT WATER PROVIDERS,MICHAEL FORMAN
North Dakote,ND,2012,JAMESTOWN COLLEGE,ROD BACKMAN
North Dakote,ND,2012,JOHN MIDDLETON CO.,JOHN M OLSON,THOMAS D KELSCH,GARTH R ALSTON
North Dakote,ND,2012,"KADRMAS, LEE & JACKSON, INC.",DENNIS A LINDAHL
North Dakote,ND,2012,KIEWIT CORPORATION,WILLIAM WHITE,SCOTT DROBNY
North Dakote,ND,2012,LIFESOURCE,PATRICK J WARD
North Dakote,ND,2012,LIGNITE ENERGY COUNCIL,JOHN W DWYER,SANDI TABOR,MICHAEL JONES
North Dakote,ND,2012,LINCOLN MUTUAL LIFE AND CASUALTY INSURANCE COMPANY,PATRICK J WARD,ROD ST AUBYN,DANIEL ULMER,TIM HUCKLE
North Dakote,ND,2012,"LINDALE PIPELINE, LLC",MICHAEL MOORE
North Dakote,ND,2012,MARATHON OIL COMPANY,FRED DAVID SEARLE
North Dakote,ND,2012,MARCH OF DIMES FOUNDATION,REBA MATHER-JACOBSON
North Dakote,ND,2012,"MEDCENTER ONE, INC.",MARNIE WALTH
North Dakote,ND,2012,MEDICA HEALTH PLANS,JAY MCLAREN,GEOFF BARTSH
North Dakote,ND,2012,"MEDIMMUNE, INC.",ABIGAIL GOSSMAN
North Dakote,ND,2012,MISSOURI RIVER ENERGY SERVICES,TODD D KRANDA
North Dakote,ND,2012,MOTION PICTURE ASSOCIATION OF AMERICA,PATRICK J WARD
North Dakote,ND,2012,NATIONAL FEDERATION OF INDEPENDENT BUSINESS,BONNIE STAIGER,STACY KRUMWIEDE
North Dakote,ND,2012,NATIONAL RIFLE ASSOCIATION OF AMERICA,BRENT GARDNER
North Dakote,ND,2012,ND CABLE TELEVISION ASSOCIATION,JACK MCDONALD
North Dakote,ND,2012,NODAK MUTUAL INSURANCE COMPANY,PATRICK J WARD
North Dakote,ND,2012,"NORIDIAN ADMINISTRATIVE SERVICES, LLC",ROD ST AUBYN,DANIEL ULMER,TIM HUCKLE
North Dakote,ND,2012,NORIDIAN MUTUAL INSURANCE COMPANY,ROD ST AUBYN,DANIEL ULMER,TIM HUCKLE,PAUL VON EBERS
North Dakote,ND,2012,NORTH DAKOTA AFL-CIO,GARY GRANZOTTO
North Dakote,ND,2012,NORTH DAKOTA AMERICAN COUNCIL OF ENGINEERING COMPANIES,BONNIE STAIGER,STACY KRUMWIEDE
North Dakote,ND,2012,NORTH DAKOTA ANTI HORSE SLAUGHTER COALITION,ALISON SMITH
North Dakote,ND,2012,NORTH DAKOTA ASSOCIATION OF BUILDERS,DOREEN RIEDMAN
North Dakote,ND,2012,NORTH DAKOTA ASSOCIATION OF COUNTIES RESOURCES GROUP,MARK JOHNSON,TERRY TRAYNOR
North Dakote,ND,2012,"NORTH DAKOTA ASSOCIATION OF COUNTIES, INC.",MARK JOHNSON,TERRY TRAYNOR,AARON BIRST,JOHN ARNOLD
North Dakote,ND,2012,"NORTH DAKOTA ASSOCIATION OF NONPROFIT ORGANIZATIONS, INC.",DANA SCHAAR
North Dakote,ND,2012,NORTH DAKOTA ASSOCIATION OF OIL AND GAS PRODUCING COUNTIES,BRADY PELTON
North Dakote,ND,2012,NORTH DAKOTA BANKERS ASSOCIATION,RICK CLAYBURGH,MARILYN FOSS
North Dakote,ND,2012,"NORTH DAKOTA BAR FOUNDATION, INC.",WILLIAM A NEUMANN
North Dakote,ND,2012,NORTH DAKOTA BOARD OF PHYSICAL THERAPY,JACK MCDONALD
North Dakote,ND,2012,"NORTH DAKOTA BROADCASTERS ASSOCIATION, INC.",JACK MCDONALD
North Dakote,ND,2012,NORTH DAKOTA CENTER FOR NURSING,PATRICIA MOULTON
North Dakote,ND,2012,"NORTH DAKOTA CHIROPRACTIC ASSOCIATION, INC.",KEN TUPA,WILLIAM KALANEK,ERICA J CERMAK
North Dakote,ND,2012,NORTH DAKOTA CONFERENCE OF CATHOLIC BISHOPS,CHRISTOPHER DODSON,STACEY E PFLIIGER
North Dakote,ND,2012,NORTH DAKOTA CORN GROWERS ASSOCIATION,JOEL W GILBERTSON
North Dakote,ND,2012,NORTH DAKOTA DEFENSE LAWYERS ASSOCIATION,LARRY L BOSCHEE
North Dakote,ND,2012,NORTH DAKOTA DISTRICT JUDGES ASSOCIATION,JACK MCDONALD
North Dakote,ND,2012,NORTH DAKOTA EDUCATION ASSOCIATION,JOSH ASKVIG,LEANN NELSON,KAYLA J PULVERMACHER,DAKOTA DRAPER,GREGORY BURNS
North Dakote,ND,2012,NORTH DAKOTA ELECTRICAL WORKERS COUNCIL,RENEE M PFENNING
North Dakote,ND,2012,NORTH DAKOTA EMS ASSOCIATION,KEN TUPA,WILLIAM KALANEK,ERICA J CERMAK
North Dakote,ND,2012,NORTH DAKOTA ETHANOL COUNCIL,JOEL W GILBERTSON
North Dakote,ND,2012,NORTH DAKOTA FARM BUREAU,ERIC AASMUNDSTAD,SANDRA M CLARK,ASHLEE LINK
North Dakote,ND,2012,NORTH DAKOTA FARMERS UNION,RICHARD F. SCHLOSSER,ELWOOD F BARTH,PAMELA L MUSLAND,MARK A WATNE,KRISTI SCHLOSSER CARLSON
