State,StateAbbr,Year,Client,Amount,Lobbyist1,Lobbyist2,Lobbyist3,Lobbyist4,Lobbyist5,Lobbyist6,Lobbyist7,Lobbyist8,Lobbyist9,Lobbyist10,Lobbyist11,Lobbyist12
South Dakota,SD,2012,"COUNTY COMMISSIONERS, SD ASSN OF",0.0,LORIN PANKRATZ,KRISTIE JACOBSEN
South Dakota,SD,2012,"YOUTH CARE PROVIDERS, SD ASSN OF",0.0,DIANNA MILLER
South Dakota,SD,2012,CREDIT UNION ASSOCIATION OF THE DAKOTAS ,0.0,TIM DOUGHERTY
South Dakota,SD,2012,INDOOR TANNING ASSOCIATION,0.0,LINDSEY RITER-RAPP,ROBERT RITER,MARGO NORTHRUP
South Dakota,SD,2012,"RURAL ELECTRIC ASSN (SDREA), SD",0.0,MARGO NORTHRUP
South Dakota,SD,2012,WELLMARK BLUE CROSS & BLUE SHIELD OF SD,0.0,FRANK STORK
South Dakota,SD,2012,"ISIS HOSPITALITY, LLC",0.0,ROGER TELLINGHUISEN
South Dakota,SD,2012,"HUMANE SOCIETY OF THE UNITED STATES, THE",0.0,JUSTIN SMITH,DARCI ADAMS
South Dakota,SD,2012,NORTHERN STATE UNIVERSITY FOUNDATION,0.0,JULIE JOHNSON
South Dakota,SD,2012,"SD ASSOCIATION OF RURAL WATER SYSTEMS, INC.",0.0,DENNIS DAVIS,ROBERT RITER,MARGO NORTHRUP
South Dakota,SD,2012,CHILDREN'S CARE HOSPITAL AND SCHOOL,0.0,DIANNA RAJSKI,LON CLEMENSEN,ANGIE BROWN
South Dakota,SD,2012,MUNICIPAL LEAGUE,0.0,YVONNE TAYLOR
South Dakota,SD,2012,"PHYSICAL THERAPY ASSN, SD",0.0,TIM DOUGHERTY
South Dakota,SD,2012,AT&T CHEYENNE WY,0.0,WILLIAM VAN CAMP,CHERYL RILEY
South Dakota,SD,2012,ELI LILLY AND COMPANY,0.0,MARCELO KORT,DREW DUNCAN,DENNIS DUNCAN
South Dakota,SD,2012,LUTHERAN SOCIAL SERVICES OF SD,0.0,SHEILA WEBER,BETTY OLDENKAMP
South Dakota,SD,2012,SOUTH DAKOTA ADVOCACY SERVICES,0.0,ROBERT KEAN
South Dakota,SD,2012,"PETROLEUM AND PROPANE MARKETERS ASSN, SD",0.0,LARRY MANN
South Dakota,SD,2012,CAMPAIGN FOR HEALTHY FAMILIES,0.0,MITCH RICHTER
South Dakota,SD,2012,"STOCKGROWERS ASSOC, SD",0.0,JEREMIAH MURPHY
South Dakota,SD,2012,"OPTOMETRIC SOCIETY, SD",0.0,ROBERT RITER,DEB MORTENSON
South Dakota,SD,2012,INDEPENDENT COMMUNITY BANKERS OF SD,0.0,DEAN KROGMAN,GERI BECK
South Dakota,SD,2012,"CPA SOCIETY, SD",0.0,LARRY MANN
